year,title,authors,source_url
2024,Analysis of mid-spatial frequency wavefront distortions from a liquid-cooled flash-lamp pumped Nd:phosphate laser amplifier,"Pierre-Marie Dalbies, Sandy Cavaro, Edouard Bordenave, Nathalie Blanchot, Julien G. Moreau, Jérôme Neauport",https://doi.org/10.1017/hpl.2023.94
2023,"Care and Afterward: On Heidegger, Kafka, and Blanchot",Simon Friedland,https://doi.org/10.1215/0041462x-10986824
2023,"Blanchot, Ecology and Contemporary Fiction",Jonathan Boulter,https://doi.org/10.1515/9781474499644
2023,The Neuter: Kafka and The Last Man,,https://doi.org/10.1515/9781399515498-018
2023,Fragmentary Writing and Technology,,https://doi.org/10.1515/9781399515498-019
2023,Acknowledgements,,https://doi.org/10.1515/9781399515498-002
2023,A Turning,,https://doi.org/10.1515/9781399515498-014
2023,Literature as Imposture,,https://doi.org/10.1515/9781399515498-009
2023,Frontmatter,,https://doi.org/10.1515/9781399515498-fm
2023,Nature Gone Haywire,,https://doi.org/10.1515/9781399515498-020
2023,‘Why Poets?’,,https://doi.org/10.1515/9781399515498-012
2023,Series Editors’ Preface,,https://doi.org/10.1515/9781399515498-001
2023,Introduction,,https://doi.org/10.1515/9781474499644-002
2023,Frontmatter,,https://doi.org/10.1515/9781474499644-fm
2023,Contents,,https://doi.org/10.1515/9781399515498-toc
2023,Literary Autonomy and Foundation,,https://doi.org/10.1515/9781399515498-008
2023,Technology,,https://doi.org/10.1515/9781399515498-005
2023,Bibliography,,https://doi.org/10.1515/9781399515498-022
2023,Contents,,https://doi.org/10.1515/9781474499644-toc
2023,‘The double state of the word’,,https://doi.org/10.1515/9781399515498-007
2023,Prelude: J. G. Ballard’s Disastrous Worlds,,https://doi.org/10.1515/9781474499644-003
2023,References,,https://doi.org/10.1515/9781474499644-010
2023,Conclusion,,https://doi.org/10.1515/9781399515498-021
2023,Index,,https://doi.org/10.1515/9781474499644-011
2023,Abbreviations of Works,Maurice Blanchot,https://doi.org/10.1515/9781399515498-003
2023,Conclusion: The Gift of the Disaster,,https://doi.org/10.1515/9781474499644-009
2023,Acknowledgements,,https://doi.org/10.1515/9781474499644-001
2023,Chapter 3 Desire and Disaster: David Mitchell’s Cloud Atlas,,https://doi.org/10.1515/9781474499644-006
2023,Chapter 1 Ecologies of Disaster: Jon McGregor’s Reservoir 13,,https://doi.org/10.1515/9781474499644-004
2023,‘But when is there literature?’,,https://doi.org/10.1515/9781399515498-010
2023,Writing as techne and Modern Technology,,https://doi.org/10.1515/9781399515498-017
2023,Heidegger and Blanchot,Leslie Hill,https://doi.org/10.1017/9781009071789.014
2023,Index,,https://doi.org/10.1515/9781399515498-023
2023,Politics,,https://doi.org/10.1515/9781399515498-006
2023,Chapter 5 Disaster and Apocalypse: Maggie Gee’s The Flood,,https://doi.org/10.1515/9781474499644-008
2023,Chapter 4 Posthumanism and Disaster: Jeanette Winterson’s The Stone Gods,,https://doi.org/10.1515/9781474499644-007
2023,La technique,,https://doi.org/10.1515/9781399515498-016
2023,Animals and Automation,,https://doi.org/10.1515/9781399515498-015
2023,Chapter 2 Writing Extinction: Mike McCormack’s Solar Bones,,https://doi.org/10.1515/9781474499644-005
2023,Death: The Impossibility of Possibility,,https://doi.org/10.1515/9781399515498-013
2023,The History of Being,,https://doi.org/10.1515/9781399515498-011
2023,‘One of the most difficult but important tasks of our time’,,https://doi.org/10.1515/9781399515498-004
2024,Insomniacs: Vigilance in Blanchot and Levinas,Zakir Paul,https://doi.org/10.1093/fs/knae003
2024,Introduction,,https://doi.org/10.2307/jj.18473031.4
2024,ACKNOWLEDGMENTS,,https://doi.org/10.2307/jj.18473031.3
2024,Disastrous Materiality:,,https://doi.org/10.2307/jj.18473031.7
2024,Table of Contents,,https://doi.org/10.2307/jj.18473031.2
2024,INDEX,,https://doi.org/10.2307/jj.18473031.16
2024,The Figure of Snow:,,https://doi.org/10.2307/jj.18473031.10
2024,After Communication:,,https://doi.org/10.2307/jj.18473031.6
2024,Conclusion,,https://doi.org/10.2307/jj.18473031.11
2024,Something in Poetry:,,https://doi.org/10.2307/jj.18473031.9
2024,Reading at the Limits of Poetic Form,Jacob McGuinn,https://doi.org/10.2307/jj.18473031
2024,NOTES,,https://doi.org/10.2307/jj.18473031.14
2024,Reading Indeterminacy:,,https://doi.org/10.2307/jj.18473031.5
2024,Front Matter,,https://doi.org/10.2307/jj.18473031.1
2024,List of Abbreviations,,https://doi.org/10.2307/jj.18473031.12
2024,BIBLIOGRAPHY,,https://doi.org/10.2307/jj.18473031.15
2024,Progressive Impossibility:,,https://doi.org/10.2307/jj.18473031.8
2024,NOTE ON REFERENCES AND TRANSLATIONS,,https://doi.org/10.2307/jj.18473031.13
2024,Emptying the World:,,https://doi.org/10.2307/jj.13524442.8
2024,Blanchot without Blanchot,Zakir Paul,https://doi.org/10.1215/01903659-11209644
2024,The Question of Blanchot in Beckett’s <i>Three Dialogues</i> and <i>The Unnamable</i>,Adem Berbic,https://doi.org/10.1093/res/hgae054
2024,Gifts for No One or Anyone: Maurice Blanchot and Jacques Derrida on <i>Personne</i>,Michael Portal,https://doi.org/10.3366/drt.2024.0349
2024,"<i>Art and Technology in Maurice Blanchot</i>
            . By Holly Langstaff
            <i>Art and Technology in Maurice Blanchot</i>
            . By LangstaffHolly. Edinburgh: Edinburgh University Press, 2023. viii + 191 pp.",Bryan Counter,https://doi.org/10.1093/fs/knae114
2025,"<scp>Jonathan Boulter</scp>
            ,
            <i>Blanchot, Ecology and Contemporary Fiction: The Thought of the Disaster</i>",Bryan Counter,https://doi.org/10.3828/fs.2025.79.1.41
2025,"<scp>Maurice Blanchot</scp>
            ,
            <i>Premiers récits: Le Mythe d’Ulysse, inédit suivi de L’Idylle (1936) et du Dernier Mot (1935)</i>",Bryan Counter,https://doi.org/10.3828/fs.2025.79.2.31
2025,Maurice Blanchot and Walter Benjamin - With Focus on the Ideas of ‘Translation’ and ‘Ultimate Language’ -,Kyou Hyun Park,https://doi.org/10.31310/hum.097.05
2025,"Holly Langstaff, <i>Art and Technology in Maurice Blanchot</i>",Michael Portal,https://doi.org/10.3366/drt.2025.0376
2025,Blanchot in Infinite Conversation(s) with Beckett,Arleen Ionescu,https://doi.org/10.2307/jj.29605697.8
2025,"<scp>Jacob McGuinn</scp>
            ,
            <i>Reading at the Limits of Poetic Form: Dematerialization in Adorno, Blanchot, and Celan</i>",Bryan Counter,https://doi.org/10.3828/fs.2025.79.3.40
2025,"‘L’Absurde se nomme. Le désespoir se chante’: Maurice Blanchot Reads Brice Parain’s
            <i>Recherches sur la nature et les fonctions du langage</i>",Marty Hiatt,https://doi.org/10.3828/fs.2025.79.3.5
2025,"4 Global Life: Schmitt, Blanchot and the Abstraction of Community",,https://doi.org/10.1515/9781399539333-007
